EOEXOXEOE, -1
OXOXXXEOO, 1
EXEXXEOOO, -1
OEXEOEEXO, -1
EEEOOOXXE, -1
XXXEEOOEO, 1
XOXOXEXEO, 1
XXXOOEEXO, 1
EEXEXEXOO, 1
OOXXOXEEX, 1
EOXEXOXEE, 1
XEXOXOXEO, 1
EEEOEOXXX, 1
XEOXOEOXE, -1
OEEXXXOOE, 1
XXOXEOEEO, -1
EEXOXEXOO, 1
EOOXXOXXO, -1
EEOXOXOEE, -1
XXXOEOEOE, 1
XXOEOXOXO, -1
XOOOXXOXO, 0
EXXOOOEEE, -1
XXOOOXXOO, 0
OXOEXEOXE, 1
XOXEOXEOE, -1
EOEXOEXOE, -1
OOXXXOOOX, 0
XEEXOOXOE, 1
OEEOXXOEX, -1
EXXOOOOXE, -1
EEEXXEOOO, -1
EEEEXXOOO, -1
EXOEXXOOO, -1
EXOEEOXEO, -1
XOEEOEXOE, -1
XOOXOEOXE, -1
EOEOOXXOX, -1
OEEXOEEXO, -1
OOOXEOEXX, -1
XEOEEOEXO, -1
XOOEXOEEX, 1
OOOEEXXXE, -1
OXXXOOOOX, 0
XOXOXOOEX, 1
EEOEOXOXX, -1
EOEEOXXOE, -1
XOXOXOOEX, 1
XXXEEOOEE, 1
XXEEEXOOO, -1
XOOXOOXEX, 1
XOOEXEOXX, 1
XOXXOXOXO, 0
XOEXEEXEO, 1
EEOXXXEEO, 1
EOXEXOXEE, 1
XOOXOXXXO, 1
EXOXEOXEO, -1
EEOXEOEXO, -1
EEXOXEXOO, 1
XXXEEOOEE, 1
OXEEXEEXO, 1
XOEXEEXOE, 1
OOXEXEXEE, 1
EEXOEXOEX, 1
EEXEOXEOX, 1
XOXOOXXXO, 0
OEEEOXXXO, -1
XOEOXEOEX, 1
XXXEEEEOO, 1
XEOXEOEXO, -1
XOOXOEOEX, -1
EEOEOOXXX, 1
EOEXXXOEE, 1
XEEXEXOOO, -1
OOXOXEOXE, -1
OXXXEEOOO, -1
EEOEOXOXE, -1
XOXOOOXXO, -1
OOOEEEXEX, -1
EOEEOEXOX, -1
XEOXOOOEX, -1
XEOOXXOOX, 1
XXXXOOOOX, 1
EOXOXXXEO, 1
EOXEOXEEX, 1
OEXEEXOEX, 1
XEEXEOXOE, 1
EOEEOEXXX, 1
EEEOEOXXX, 1
XOOEXEOXX, 1
XEOXOXOXO, -1
EXEEEXOOO, -1
OEEOEXOXE, -1
EXEOOOEXE, -1
EEXEEXOOO, -1
XXEOXEOOO, -1
XEEEXEOOO, -1
EEXOXOXOE, 1
XOEXXXEOO, 1
XXXEOXEOO, 1
XXXOEEOEE, 1
XOEEXEEOX, 1
XEEOOOXXE, -1
EEOXEOXEO, -1
XEOOXOXEO, -1
XEOXXOOOX, 1
EOXEEXOEX, 1
XXEOOOEXE, -1
EXEOOOEEX, -1
OOXOEXEEX, 1
EEXOXEXEO, 1
OXXEOXEOX, 1
EXOEXOEXE, 1
XEEOXEEOX, 1
XXXEOEEEO, 1
OOOXEXEEX, -1
XXXEOOEOE, 1
XXOEXOEEO, -1
XEOEOEOXE, -1
EEOXOEOXE, -1
OOXEXOXEE, 1
XEEEXOOEX, 1
XEOEEOXXO, -1
OXEEOEXEO, -1
XOOOXXXOO, 0
OEXOEEOXE, -1
OEXOXOXEE, 1
EEOXXXOXO, 1
EXEOOOXXE, -1
EXEOXEOXO, 1
OEEOXEOXX, -1
OXEEOXEEO, -1
EXOEOEOEX, -1
XEEXOEXOO, 1
XEOXOXXEO, 1
OEEXXXOEE, 1
EEOXXXOEE, 1
XXEXEEOOO, -1
XOOXOOOXX, -1
OXOXEOEXO, -1
XXXEOOOEE, 1
XEEXEEXOO, 1
XXOEXOOXE, 1
XXXEOEOEE, 1
XOEXEOXOX, 1
OEEXOXXEO, -1
XEXOOOOXE, -1
OXXEOEEEO, -1
OOOEEEEXX, -1
EEXXEEOOO, -1
EOEXOXEOE, -1
EOXOOXEEX, 1
OEEEOEXXX, 1
XXXOEOEEE, 1
XEEXOEXOE, 1
EOXXOEEOX, -1
EEOEXOXEO, -1
OEEOXEOXE, -1
OEXEEXOOX, 1
XXOXOXXOO, 1
EEOXXOXEO, -1
OXEOXXOOE, -1
OOOEEXXEE, -1
XOXOOXOXO, 0
EXEEEXOOO, -1
XOXEOEEOE, -1
OOEOXXOXE, -1
EXEEXOOXO, 1
EOOXEOXXX, 1
XEOXEOXOX, 1
EOOOEXXXX, 1
XXXEOEXOO, 1
OOOXXEEXE, -1
OEXEOXEOX, 1
EOXEXOXEE, 1
EEXOXOXEE, 1
EXOXOXOEE, -1
OXEOEEOEX, -1
OOXXXOXOE, 1
OEEOXXOEX, -1
XXOXOEOOE, -1
EEOEXOXEO, -1
XEOEOEOEX, -1
OXOOXXOOX, -1
EOXEXOXOE, 1
XXXEXOOOE, 1
XEOEEOXXO, -1
OEOXXXEEO, 1
XXXOEEEEO, 1
OOOXXOEXX, -1
EOXOEXOEX, 1
EOEXOXEOX, -1
OOEXXXEOE, 1
EOXXOEXOE, -1
EXOOXEEXO, 1
OOEXXXEEE, 1
EEOEEOXXX, 1
OXOOXXXOX, 0
XEXOOOEXE, -1
OOOEEEXEX, -1
XEEOOOXXO, -1
XOXEOEEOE, -1
XXOEEXOOO, -1
EXOOOXOEX, -1
OXOXOXOOX, -1
EXXOOOEOX, -1
OOOEXXOXE, -1
EXEOOOEXE, -1
OXOXEOXEO, -1
EXOEEOEXO, -1
XEXXEOOOO, -1
EOXOOXXOE, -1
XXXOOEEEO, 1
XXXXEOEOO, 1
OOOEXEXXE, -1
OOOEXXOXE, -1
EEXOOXEOX, 1
XOEEXEEOX, 1
EXEOOOXEX, -1
OOXEEXEOX, 1
OXOOXXXXO, 1
EEEXXXEOO, 1
EEEOEOXXX, 1
EOEXXXEOE, 1
OXEOXEEXE, 1
EXOEXEEXO, 1
OEEEOXXXO, -1
EEEXXEOOO, -1
OXOOOXXOX, 0
XEOEXOEEO, -1
EXOEEOEXO, -1
XXOOOOEXE, -1
EOXEOEXOE, -1
OXXOXEOOE, -1
OXEEXOEXO, 1
XXXOEEEOE, 1
OEEXXXOEE, 1
XEOEXOXEO, -1
EEOEOXOEX, -1
OOEEEOXXX, 1
EOXEOEXOX, -1
EOXEOOXOX, -1
OOXXXOOOX, 0
EEOEXOEXO, -1
XOOOOXXXO, 0
XEXOXEOOO, -1
EOXEOEEOX, -1
OEXOXEXEO, 1
XEOXEEXOE, 1
EXOXOXOEE, -1
EOXXOEEOE, -1
XOOOOXXXO, 0
XEOOXOXOX, 1
EEOXXXEOE, 1
XXXEOEXOO, 1
XOEEXEOEX, 1
XEEOXOEEX, 1
EEEXXXEOO, 1
EOEXXXOEE, 1
EEXOXXXOO, 1
OEXEXOXEE, 1
XOXOOOXXE, -1
OEEXOXEEO, -1
OOOEEXXOX, -1
OXOOOXXOX, 0
OXXOOEXEO, -1
EOXXOOEOX, -1
XEOOOXOXE, -1
XEOEXOEEO, -1
XOEEOEEOX, -1
EXOXEOEEO, -1
XXXEEOOOE, 1
OEEXOEXXO, -1
OXXXOOOOX, 0
XEEOOOXEE, -1
OEEOXEOXE, -1
EEOOOEXXX, 1
EEXOXEXOE, 1
EXOEOXOEX, -1
OEEOEXOEX, -1
XOOEOXXOE, -1
OEXOOOXEX, -1
OOXEXEXOE, 1
XXXEOEOEE, 1
OOXXXOOXX, 0
XEEXOOXXO, 1
XXXEOEEEO, 1
EOEXXXEEO, 1
EOEXXXEOE, 1
OOOEXEXXE, -1
OXXOXOOEE, -1
EXOEOEOXE, -1
EEOEEOXXO, -1
XEOEEOXEO, -1
XEEXOOXEO, 1
EEXEXOXOE, 1
XEEEXXOOO, -1
XEOEEOXEO, -1
EEEOOOXEX, -1
OXOXOOXOX, 0
EEOXEOEXO, -1
OXEOXEOEE, -1
EOXEOEEOX, -1
OEXOXEXEO, 1
XOXXOEEOE, -1
OOOXEEXEE, -1
XOOEXOEEX, 1
EOXEEXEOX, 1
XOEEXEEOX, 1
EOEEOEXXX, 1
OOXXOXXEO, -1
EOXOXEXEO, 1
EXOXOXOOX, -1
EXOEEOXEO, -1
XOOXEEXEO, 1
EEEXXXEOO, 1
XEOXEEXOE, 1
XEOXOXOXO, -1
OOOEEXEEX, -1
EEEXXEOOO, -1
EEOEEOXXO, -1
OEOXXXEEO, 1
XEOXOEOEX, -1
XEOEXOEOX, 1
EEXEXEXOO, 1
XXXOEEEOE, 1
EOXEEXOEX, 1
XEOXXOEOX, 1
OEXEXEXOE, 1
XXOOOXXXO, 0
XOEEXEOEX, 1
OEEEEOXXX, 1
EOOEEEXXX, 1
XXOXOOXEE, 1
XEOXOEOEX, -1
EEOXEOXEO, -1
OOOEXOXXE, -1
EOXEXEXOO, 1
XOXEXEXOO, 1
XXXOOEEEE, 1
XXXOOEEEE, 1
OOOEXXXXO, -1
OOXXXOOOX, 0
XOXXEEOOO, -1
XOXOOOXEE, -1
EEXOOXEOX, 1
XEOEXOEEX, 1
OXEOEXOEX, -1
OXEXOEEEO, -1
XEXEEEOOO, -1
XOEXEEXOO, 1
XXXOEEEEO, 1
EXXXEEOOO, -1
EXEOOOEEX, -1
EEXOOOXEE, -1
XEOXOEOEE, -1
XXXEOOEEO, 1
OOXEEXEEX, 1
OEXEEXEOX, 1
XOOOXXXOX, 1
EOEEOEXXX, 1
OOOXEEXXE, -1
EXEOXEOXO, 1
OOOEEXXXE, -1
OEEEOXEXO, -1
EEOOEOXXX, 1
OXXOOXXEO, -1
XOEOXOEEX, 1
OEEOXEOXX, -1
EOXXOEEOE, -1
OEXOXEOEE, -1
OXEXOEEEO, -1
OOOOXXXOX, -1
EEXOXOXEO, 1
OOOXEXEEX, -1
XEOEXEOOX, 1
OXXEEXOOX, 1
EOXOEXEEX, 1
XXOEOEOEX, -1
OOOOEXXEX, -1
EOXOOOEXX, -1
OOOXEOXEX, -1
OXXEOEEEO, -1
OOOEEEEXX, -1
XEOEEOXEO, -1
OEEOXEOXE, -1
EXEOXXOOO, -1
EXEOOOXEE, -1
OOXXXOOOX, 0
XEXXEOOOO, -1
OEXEXOXOE, 1
OXOEOXXXO, -1
EEXOOOEXE, -1
OOOOXXEEX, -1
XOEXEOXEO, 1
XXXEOOEOX, 1
OEEEEOXXX, 1
EXEOOOEXX, -1
OOOEXEXEE, -1
OOOEEXXEE, -1
EEXOOOEEX, -1
XEXOOOEEE, -1
XEOEOXOEE, -1
OOXXOEEXO, -1
OOXEEXEOX, 1
OEXXXXOEO, 1
XEEEXOOEX, 1
OXOXXOXOX, 0
EXEOOOXXE, -1
OXEXOOXEO, -1
OEEOEXOEX, -1
OEOEOEXXX, 1
XXEEEXOOO, -1
OEOXXXOEE, 1
OOXEXEXEE, 1
OEXOXEXEE, 1
XOXXOOXXO, 1
EXEOOOXEX, -1
OXXOOEEXO, -1
EXXOOOEEE, -1
OOOEXOXXE, -1
XEXOOOEEE, -1
EOXEOEXOE, -1
EEOEXOEXO, -1
OOXXOOOXX, 0
EEOXEOXEO, -1
OEEEOXXEO, -1
OOOEEEEXX, -1
XEEOXOOEX, 1
OOOEEXXEX, -1
EOXXOEEOE, -1
XXXXOOOOE, 1
OXEEXEOXE, 1
XOOXEEXEE, 1
EXEOXEEXO, 1
EEOXXXOEE, 1
EOEEOEXXX, 1
EOEEOEXXX, 1
OOOEEXXXE, -1
OEXXOEEEO, -1
XXOOOOXEE, -1
EEXOOOEXE, -1
EXEEEXOOO, -1
OEEOXEOXE, -1
XXXOEEOEO, 1
XOXOOXXOE, -1
OEEEOOXXX, 1
EOXEOXXOE, -1
XOEEOEXOE, -1
OEXOEEOEX, -1
OOOEEXEXE, -1
XOOEXOEEX, 1
EXXEEXOOO, -1
XOXEOEEOE, -1
OEEOEXOEX, -1
EEEOOOXXE, -1
XXOEOXOEO, -1
OOOXEXEXO, -1
XOOEOEXOX, -1
OEEOXEOXE, -1
EEOXOXOEE, -1
EEOEXOXEO, -1
EEEXEXOOO, -1
XXOOOOXOX, -1
XXOEOEOEE, -1
XXXOEOEEO, 1
XEEXEOXOE, 1
OOXXXOXEE, 1
EEOEOEXXX, 1
XXOXOOOEX, -1
OXOOXXXOO, 0
OEXEXEXOO, 1
XEOEXOEEX, 1
EEOXOXOXE, -1
OXEEXOOXE, 1
OXEOXEEXE, 1
OEXEXEXOE, 1
XXXEEEOOE, 1
XEEXOEXEO, 1
OXXEXOOXE, 1
EOXEEXEOX, 1
EOXEXOXXO, 1
EOOXXXEEE, 1
XOEXOXEOE, -1
EEXOOOEXE, -1
OEEXOEEXO, -1
EOOEOXOXX, -1
OXEEOEXEO, -1
OXOXXOOOX, 0
OEXOXEOEE, -1
EOXOXOXEE, 1
OEXEEXEOX, 1
XEEXEEXOO, 1
EEEXXXEOO, 1
OXOOXEXXE, 1
EOEXXXEEO, 1
XXXEOOEEE, 1
EEOXXOEXO, -1
EEXEEXOOO, -1
OXOOEEOXX, -1
EEXOOOEEX, -1
OEXOEEOEX, -1
EEOEXOEXO, -1
EEXEXEOOO, -1
EEXEEXOOO, -1
EEOXXOEEO, -1
OXXOOOXEE, -1
XEXEEEOOO, -1
EOOOEEXXX, 1
EEEXXXOOE, 1
EEEOOEXXX, 1
OEXEXOXEE, 1
XXOEOEOEX, -1
OEXOEEOEX, -1
EXOEXOEEO, -1
XEEXOOXEO, 1
OXEOEXOEX, -1
XOXOXOOXO, 0
EXEOOOEXE, -1
OOOEXEEXE, -1
EEEOOOXXE, -1
OOOEEEEXX, -1
XOXXOOEOE, -1
XEOOXOEEX, 1
OXXEXEXOO, 1
EOEXXXEOE, 1
EXXOOOEEX, -1
XOXXEEOOO, -1
OEXOXEXEO, 1
XXOOOXXOX, 0
OEEXXXEOE, 1
OOXEEXEEX, 1
XXXEOOEEE, 1
EOXEXOXXO, 1
OEXXOEEXO, -1
OEEXOXEEO, -1
XEOXXOOOX, 1
XXXEEEOEO, 1
EEEXXXEOO, 1
OXXOEEOXE, -1
OOOEEXEXE, -1
OEXOXEXEO, 1
XXXXOOOEE, 1
OEXEXEXOE, 1
EEXEXOXOE, 1
EEXEOXOEX, 1
OOEEEEXXX, 1
EOXOEXEEX, 1
XOOXEEXEE, 1
OOOXXEEXE, -1
OEOXXXXOO, 1
EEOXXXEEO, 1
XOEEXEOEX, 1
OXEEOXXEO, -1
OOEEOEXXX, 1
XEOEXEEOX, 1
XOEXEEXEO, 1
EXXOOOEXE, -1
OXOEXEEXO, 1
XEEOXOXOX, 1
XXXEEOEEO, 1
EXEEXOEXO, 1
EEXEOXOEX, 1
OXXOOXEXO, -1
OOOXXEEEE, -1
OOOEEEEXX, -1
XXXOEOOEE, 1
EXXOOOOXX, -1
XOXOOOEEX, -1
OEEOEXOXE, -1
XEOEOXOEE, -1
EEOXEOEXO, -1
EOXXOEEOE, -1
XXOXOEXOO, 1
XOEEXEOEX, 1
XXOEEOXEO, -1
XEOXEEXOO, 1
EXEEXOEXO, 1
XOXOXXXOO, 1
OOXXXOOXX, 0
OEEOEEXXX, 1
XOOXXEXOE, 1
XOOOXXXOX, 1
EOOEEEXXX, 1
OOOEXEXEX, -1
OOOXEEEXE, -1
OEXOOOEXX, -1
XEOEOXOEE, -1
XOOOXEXOX, 1
OXEOXEXXO, 1
EOEEEOXXX, 1
EOXEOXEEX, 1
XXOOXXOXO, 1
EEEOEOXXX, 1
OEOEEEXXX, 1
OXOXXOXOX, 0
XEEOXEOEX, 1
OEXOEXEEX, 1
OXOEOXXXO, -1
OEXOOXEXO, -1
XXOOOXOOX, -1
EOXEXEXOO, 1
EEEOOEXXX, 1
EOEXXXEEO, 1
XXXOEOEEE, 1
EOXXOOXOX, -1
XEOXEOEEO, -1
XEOOXOXEO, -1
XEOEOEOEX, -1
EOXOXEXOE, 1
EEXEXOXOE, 1
OOXEXEXEE, 1
OXEOXOXXE, 1
XXXOEXOOE, 1
EEOEEOXXX, 1
XXXOEEEOE, 1
EEOOEEXXX, 1
EOXEOXOXX, 1
EXEXXEOOO, -1
OXEOEEOXE, -1
XEXOOOOXE, -1
EXXEEEOOO, -1
OXOXOOXOX, 0
XOEXEOXOE, 1
XOXXOOOXX, 0
EEXOEXEOX, 1
OOXEEXEEX, 1
XEEXEEXOO, 1
OOOXXEXEE, -1
EEEEXXOOO, -1
XEEXOEXOO, 1
XEEXEOXOE, 1
XXOEXOEEO, -1
EOOEEOXXX, 1
XEOEXEOEX, 1
XXXOEEEEO, 1
EEOXXXEOE, 1
OEEXOXXEO, -1
OXOOXOXOX, 0
EOEXXXEOO, 1
EXOOXEEXE, 1
XXXOOXEOE, 1
XEOEXEOEX, 1
EEEXXXOEO, 1
OOXEOXEXX, 1
EEOXOXOXE, -1
OXXXOEOEO, -1
EXOOXEEXO, 1
EXOEOXOXE, -1
OOXOXEXEE, 1
EEXOOXEEX, 1
XXXOEEOEE, 1
OXOXOEOXX, -1
EOEEOXEOX, -1
XOXXOOOXO, 0
XXXOOEEEO, 1
OXXXOXOOX, 1
XXOEXOEEO, -1
XOEXOXEOO, -1
XXOOOXOXO, -1
XEOEEOXEO, -1
XOOOXXOXO, 0
EEOOOEXXX, 1
XXXOEEXOO, 1
XXXOEEEOE, 1
XEXEEXOOO, -1
XEOEXEOOX, 1
OXEXOXEEO, -1
EXEOOOEXE, -1
EEOXEOEXO, -1
XOXEOOEOX, -1
EOXEOXOEX, 1
XXOOXXOOX, 1
OOXXXOXOX, 1
EEOEEOXXX, 1
OEXXXXEOO, 1
EEOEOEXXX, 1
XXOOOXXOX, 0
OXXEXOEXO, 1
OEXOXXXEO, 1
OXXOEEOXE, -1
EEOXEOXEO, -1
XEOXOEOEE, -1
OEXOXEXEO, 1
EXOEXEOXE, 1
XXOXEXOOO, -1
XXXEEOOOE, 1
OOXXOOXXX, 1
OXXXOXEOO, -1
EXOXEOEEO, -1
OOOXXOOXX, -1
XEOEEOXEO, -1
OEXOXEXOE, 1
OXEOEXOXE, -1
EXOXOEOEE, -1
EOEXXXOOE, 1
EEOXXXEEO, 1
EOEOEEXXX, 1
XXXEOXEOO, 1
EEOEOEXXX, 1
XOXXOOOXX, 0
EEXOXEXOE, 1
EEEXXXOOE, 1
EEXOEXEOX, 1
XOOEOXXOX, -1
EXEEXOOXO, 1
XEEEXXOOO, -1
OEXEOXEEO, -1
XEOOXEEOX, 1
OEXXOEEXO, -1
OEXEOEXEO, -1
OOOEEEXEX, -1
XEEXOEXOO, 1
EOXOXEXEE, 1
EEXXXEOOO, -1
EOXOEXEOX, 1
XOXXOOOXX, 0
XOEXOEXEE, 1
XEEXOEXOE, 1
OXOEXOEXX, 1
OEEOEEXXX, 1
XOEEOXEOX, -1
OOOXEOXXE, -1
OXOEOXOEX, -1
OXOXXOOOX, 0
OXXOXEXOO, 1
OXOEXOXXE, 1
EXEEXXOOO, -1
XXOEEOEEO, -1
OXEOOXXEO, -1
OOXOOXXXO, -1
XEOEEOEXO, -1
OXEOXEOEE, -1
OEXOEEOXE, -1
OOEXXXEOE, 1
XXXEEEOOE, 1
EEEOOEXXX, 1
OXOXXOXOX, 0
XXXXOOOXO, 1
EXEEXOEXO, 1
EEEXXXOOE, 1
XXOXOOOXE, -1
XXXEEOOEO, 1
