EEEEOXEOE, -1, -9
EEXEOXEOE, 1, -9
EOXEOXEOE, -1, -1
EEEEEEOEE, -1, -9
EEEEXEOEE, 1, -9
OEEEXEOEE, -1, -9
OEEEXXOEE, 1, -9
OEEOXXOEE, -1, -1
EOEEEEEEE, -1, -9
XOEEEEEEE, 1, -9
XOEEEEEEO, -1, -9
XOEXEEEEO, 1, -9
XOOXEEEEO, -1, -9
XOOXEEXEO, 1, 1
EEEXEEEEE, 1, -9
EEOXEEEEE, -1, -9
EEOXEEEEX, 1, -9
EEOXEEEOX, -1, -9
EEOXEEXOX, 1, -9
EOOXEEXOX, -1, -9
XOOXEEXOX, 1, 1
EEXEEEEEE, 1, -9
EEXOEEEEE, -1, -9
EEXOEEXEE, 1, -9
EEXOOEXEE, -1, -9
EEXOOEXEX, 1, -9
EEXOOOXEX, -1, -1
EEEEOEEEE, -1, -9
EEEEOEEEX, 1, -9
EEEEOEEOX, -1, -9
EEEXOEEOX, 1, -9
EOEXOEEOX, -1, -1
OEEEEEEEE, -1, -9
OEEEEEXEE, 1, -9
OEEEEEXEO, -1, -9
OEXEEEXEO, 1, -9
OEXEOEXEO, -1, -1
EEEEOEEEE, -1, -9
EEEXOEEEE, 1, -9
EEOXOEEEE, -1, -9
EEOXOXEEE, 1, -9
EEOXOXOEE, -1, -1
EEOEEEEEE, -1, -9
EEOEEEXEE, 1, -9
OEOEEEXEE, -1, -9
OEOEXEXEE, 1, -9
OOOEXEXEE, -1, -1
EEEEEEEEO, -1, -9
EEEEEEEXO, 1, -9
EOEEEEEXO, -1, -9
EOEEEXEXO, 1, -9
EOOEEXEXO, -1, -9
EOOXEXEXO, 1, -9
OOOXEXEXO, -1, -1
EEEEEEEEO, -1, -9
EEEEXEEEO, 1, -9
EEEEXEEOO, -1, -9
EXEEXEEOO, 1, -9
EXEEXEOOO, -1, -1
EEEEEEEEO, -1, -9
EEXEEEEEO, 1, -9
EEXEEEEOO, -1, -9
EEXEXEEOO, 1, -9
EEXEXEOOO, -1, -1
EEEEEEEOE, -1, -9
EXEEEEEOE, 1, -9
EXEEOEEOE, -1, -9
EXEXOEEOE, 1, -9
OXEXOEEOE, -1, -9
OXXXOEEOE, 1, -9
OXXXOEEOO, -1, -1
EEEEEEEEO, -1, -9
EEXEEEEEO, 1, -9
EEXEOEEEO, -1, -9
EEXEOXEEO, 1, -9
OEXEOXEEO, -1, -1
EEEEEEEOE, -1, -9
EEEEXEEOE, 1, -9
EOEEXEEOE, -1, -9
EOEEXEXOE, 1, -9
EOOEXEXOE, -1, -9
XOOEXEXOE, 1, -9
XOOOXEXOE, -1, -9
XOOOXEXOX, 1, 1
EEEEEEEEX, 1, -9
EEEEEEEOX, -1, -9
EXEEEEEOX, 1, -9
OXEEEEEOX, -1, -9
OXEEEXEOX, 1, -9
OXEEOXEOX, -1, -9
OXXEOXEOX, 1, 1
EEEXEEEEE, 1, -9
EEEXEEEOE, -1, -9
EEEXEEXOE, 1, -9
EEEXOEXOE, -1, -9
XEEXOEXOE, 1, 1
EEEXEEEEE, 1, -9
EEEXEEOEE, -1, -9
EEEXEXOEE, 1, -9
EEEXEXOOE, -1, -9
EEEXXXOOE, 1, 1
EEEEEXEEE, 1, -9
EEOEEXEEE, -1, -9
EEOEXXEEE, 1, -9
EEOEXXEOE, -1, -9
EEOXXXEOE, 1, 1
EEEEXEEEE, 1, -9
EEEEXEEOE, -1, -9
EEEEXEEOX, 1, -9
EEEOXEEOX, -1, -9
XEEOXEEOX, 1, 1
EEEEEEEXE, 1, -9
EEOEEEEXE, -1, -9
EXOEEEEXE, 1, -9
EXOEEOEXE, -1, -9
EXOEXOEXE, 1, 1
XEEEEEEEE, 1, -9
XEEEEEEOE, -1, -9
XEEEXEEOE, 1, -9
XEEEXOEOE, -1, -9
XEEEXOEOX, 1, 1
EEEEEEXEE, 1, -9
EEOEEEXEE, -1, -9
EEOXEEXEE, 1, -9
EOOXEEXEE, -1, -9
XOOXEEXEE, 1, 1
EEEEXEEEE, 1, -9
EEEOXEEEE, -1, -9
XEEOXEEEE, 1, -9
XEEOXEEEO, -1, -9
XEXOXEEEO, 1, -9
XEXOXOEEO, -1, -9
XXXOXOEEO, 1, 1
EEXEEEEEE, 1, -9
EEXEEEEEO, -1, -9
EEXEXEEEO, 1, -9
EEXEXEEOO, -1, -9
EEXEXEXOO, 1, 1
EEEEEEXEE, 1, -9
EOEEEEXEE, -1, -9
EOEEXEXEE, 1, -9
EOEEXEXOE, -1, -9
EOXEXEXOE, 1, 1
EEEEEEEEX, 1, -9
EEOEEEEEX, -1, -9
EEOXEEEEX, 1, -9
EEOXEOEEX, -1, -9
EEOXXOEEX, 1, -9
EOOXXOEEX, -1, -9
XOOXXOEEX, 1, 1
EEEXEEEEE, 1, -9
EEEXOEEEE, -1, -9
EEEXOEXEE, 1, -9
EEEXOEXEO, -1, -9
XEEXOEXEO, 1, 1
EXEEEEEEE, 1, -9
EXEEEEOEE, -1, -9
XXEEEEOEE, 1, -9
XXEEOEOEE, -1, -9
XXXEOEOEE, 1, 1
EXEEEEEEE, 1, -9
OXEEEEEEE, -1, -9
OXEEEEEXE, 1, -9
OXEEEOEXE, -1, -9
OXEEXOEXE, 1, 1
EEEEEEXEE, 1, -9
EEEEEOXEE, -1, -9
XEEEEOXEE, 1, -9
XEEEOOXEE, -1, -9
XEEXOOXEE, 1, 1
EEEEEXEEE, 1, -9
EEEEEXEEO, -1, -9
EXEEEXEEO, 1, -9
OXEEEXEEO, -1, -9
OXEEEXXEO, 1, -9
OXEEOXXEO, -1, -1
EEOEEEEEE, -1, -9
XEOEEEEEE, 1, -9
XEOEEOEEE, -1, -9
XEOEEOXEE, 1, -9
XEOEEOXEO, -1, -1
EEEEEOEEE, -1, -9
EEEEEOEXE, 1, -9
EEEEEOEXO, -1, -9
EXEEEOEXO, 1, -9
EXOEEOEXO, -1, -1
EEEEEEEEO, -1, -9
EEEEXEEEO, 1, -9
EOEEXEEEO, -1, -9
EOEXXEEEO, 1, -9
EOEXXEEOO, -1, -9
EOEXXXEOO, 1, 1
EEEEEEEEX, 1, -9
EEEEEEEOX, -1, -9
EEEEXEEOX, 1, -9
OEEEXEEOX, -1, -9
OEEXXEEOX, 1, -9
OEEXXEOOX, -1, -9
OEEXXXOOX, 1, 1
EEEEEEEEX, 1, -9
EEEOEEEEX, -1, -9
EEEOXEEEX, 1, -9
OEEOXEEEX, -1, -9
OEXOXEEEX, 1, -9
OEXOXEOEX, -1, -1
EEEEEOEEE, -1, -9
EEXEEOEEE, 1, -9
EEXOEOEEE, -1, -9
XEXOEOEEE, 1, -9
XEXOOOEEE, -1, -1
EEEEEEEEO, -1, -9
EEXEEEEEO, 1, -9
EEXEEOEEO, -1, -9
EEXEXOEEO, 1, -9
OEXEXOEEO, -1, -9
OEXEXOXEO, 1, 1
XEEEEEEEE, 1, -9
XEOEEEEEE, -1, -9
XEOEEEEEX, 1, -9
XEOOEEEEX, -1, -9
XEOOXEEEX, 1, 1
EEEEEEEEX, 1, -9
EEOEEEEEX, -1, -9
EEOEEEEXX, 1, -9
EEOEEEOXX, -1, -9
EEOEXEOXX, 1, -9
EEOOXEOXX, -1, -9
XEOOXEOXX, 1, 1
EEEEXEEEE, 1, -9
EEEEXEEOE, -1, -9
EEXEXEEOE, 1, -9
OEXEXEEOE, -1, -9
OEXEXEXOE, 1, 1
EEEEEXEEE, 1, -9
EEEEOXEEE, -1, -9
EEEEOXXEE, 1, -9
EEEEOXXEO, -1, -9
XEEEOXXEO, 1, -9
XOEEOXXEO, -1, -9
XOEXOXXEO, 1, 1
EEEEEEXEE, 1, -9
EEEOEEXEE, -1, -9
EXEOEEXEE, 1, -9
OXEOEEXEE, -1, -9
OXEOEEXXE, 1, -9
OXOOEEXXE, -1, -9
OXOOXEXXE, 1, 1
EEEEEEEEX, 1, -9
EEEEEEOEX, -1, -9
EEEXEEOEX, 1, -9
EEEXEEOOX, -1, -9
EEXXEEOOX, 1, -9
OEXXEEOOX, -1, -9
OEXXEXOOX, 1, 1
EEEEEXEEE, 1, -9
EEEEEXOEE, -1, -9
EEXEEXOEE, 1, -9
EEXEOXOEE, -1, -9
EEXEOXOEX, 1, 1
EEEEEEXEE, 1, -9
EEEEOEXEE, -1, -9
EEEEOEXEX, 1, -9
EEEEOOXEX, -1, -9
EEEEOOXXX, 1, 1
EEEEEXEEE, 1, -9
EEEEEXOEE, -1, -9
EEXEEXOEE, 1, -9
EOXEEXOEE, -1, -9
EOXEEXOEX, 1, 1
EEEEEEXEE, 1, -9
EEOEEEXEE, -1, -9
EEOEEXXEE, 1, -9
OEOEEXXEE, -1, -9
OXOEEXXEE, 1, -9
OXOEOXXEE, -1, -9
OXOEOXXXE, 1, -9
OXOEOXXXO, -1, -1
EOEEEEEEE, -1, -9
EOEXEEEEE, 1, -9
EOEXEEEOE, -1, -9
EOXXEEEOE, 1, -9
EOXXOEEOE, -1, -1
EEOEEEEEE, -1, -9
EXOEEEEEE, 1, -9
EXOEEEOEE, -1, -9
EXOEEEOEX, 1, -9
EXOEOEOEX, -1, -1
EEEEEEEOE, -1, -9
EEEEEXEOE, 1, -9
EEOEEXEOE, -1, -9
EEOEEXEOX, 1, -9
EEOEEXOOX, -1, -9
EEOEXXOOX, 1, -9
OEOEXXOOX, -1, -9
OEOXXXOOX, 1, 1
EEEXEEEEE, 1, -9
EEEXEEEEO, -1, -9
EEEXEEXEO, 1, -9
EEEXEOXEO, -1, -9
XEEXEOXEO, 1, 1
EEEEXEEEE, 1, -9
EEEEXEEEO, -1, -9
EEEEXXEEO, 1, -9
EEEOXXEEO, -1, -9
EXEOXXEEO, 1, -9
EXEOXXOEO, -1, -9
EXEOXXOXO, 1, 1
EEEEXEEEE, 1, -9
EOEEXEEEE, -1, -9
EOEEXEEXE, 1, -9
EOEEXOEXE, -1, -9
EOEEXOEXX, 1, -9
EOEEXOOXX, -1, -9
XOEEXOOXX, 1, 1
EEEEXEEEE, 1, -9
EEEEXOEEE, -1, -9
EEEEXOXEE, 1, -9
EEEEXOXOE, -1, -9
EEXEXOXOE, 1, 1
EEXEEEEEE, 1, -9
EEXOEEEEE, -1, -9
EEXOXEEEE, 1, -9
EEXOXEOEE, -1, -9
EEXOXXOEE, 1, -9
OEXOXXOEE, -1, -1
OEEEEEEEE, -1, -9
OXEEEEEEE, 1, -9
OXEOEEEEE, -1, -9
OXEOEEEXE, 1, -9
OXEOEEOXE, -1, -1
EEEEEEOEE, -1, -9
EEEEEEOEX, 1, -9
EEEEEOOEX, -1, -9
EXEEEOOEX, 1, -9
EXEEOOOEX, -1, -9
XXEEOOOEX, 1, -9
XXOEOOOEX, -1, -1
EEEOEEEEE, -1, -9
EEEOXEEEE, 1, -9
EEEOXEEOE, -1, -9
EEXOXEEOE, 1, -9
EEXOXOEOE, -1, -9
EEXOXOXOE, 1, 1
EEEEEXEEE, 1, -9
OEEEEXEEE, -1, -9
OEEEEXXEE, 1, -9
OEOEEXXEE, -1, -9
OEOEEXXEX, 1, -9
OOOEEXXEX, -1, -1
EEEOEEEEE, -1, -9
EEEOEEEXE, 1, -9
EEEOEEOXE, -1, -9
EXEOEEOXE, 1, -9
OXEOEEOXE, -1, -1
EEEEEEEOE, -1, -9
EEXEEEEOE, 1, -9
EOXEEEEOE, -1, -9
EOXEXEEOE, 1, -9
EOXOXEEOE, -1, -9
EOXOXEXOE, 1, 1
EEXEEEEEE, 1, -9
EOXEEEEEE, -1, -9
EOXEXEEEE, 1, -9
OOXEXEEEE, -1, -9
OOXEXEXEE, 1, 1
EEEEEEEXE, 1, -9
EEEOEEEXE, -1, -9
EEEOEXEXE, 1, -9
EEEOOXEXE, -1, -9
EXEOOXEXE, 1, -9
OXEOOXEXE, -1, -9
OXXOOXEXE, 1, -9
OXXOOXOXE, -1, -1
EEEEEEEEO, -1, -9
XEEEEEEEO, 1, -9
XEEEEEOEO, -1, -9
XEEEXEOEO, 1, -9
XEEEXEOOO, -1, -1
EEEEEEOEE, -1, -9
EEEXEEOEE, 1, -9
EEEXEEOEO, -1, -9
EEEXEEOXO, 1, -9
EEEXOEOXO, -1, -9
EEEXOXOXO, 1, -9
OEEXOXOXO, -1, -1
OEEEEEEEE, -1, -9
OEEEXEEEE, 1, -9
OEEEXEOEE, -1, -9
OEEEXXOEE, 1, -9
OEEOXXOEE, -1, -1
EEEEEEEEO, -1, -9
EEXEEEEEO, 1, -9
EOXEEEEEO, -1, -9
XOXEEEEEO, 1, -9
XOXEOEEEO, -1, -9
XOXEOEEXO, 1, -9
XOXEOEOXO, -1, -9
XOXEOXOXO, 1, -9
XOXOOXOXO, -1, 0
EEEEEEEEO, -1, -9
EEEEEEEXO, 1, -9
OEEEEEEXO, -1, -9
OEEEEEXXO, 1, -9
OEEEOEXXO, -1, -1
EEOEEEEEE, -1, -9
EEOEEXEEE, 1, -9
EEOEEXEEO, -1, -9
EEOEEXXEO, 1, -9
EOOEEXXEO, -1, -9
EOOXEXXEO, 1, -9
OOOXEXXEO, -1, -1
EOEEEEEEE, -1, -9
EOEEEEXEE, 1, -9
EOEOEEXEE, -1, -9
EOEOEEXEX, 1, -9
EOEOEOXEX, -1, -9
EOEOEOXXX, 1, 1
EEEXEEEEE, 1, -9
EEEXEEEOE, -1, -9
EEEXXEEOE, 1, -9
EEEXXEOOE, -1, -9
EEEXXXOOE, 1, 1
EEEEEEEXE, 1, -9
EEEEEOEXE, -1, -9
XEEEEOEXE, 1, -9
XEEOEOEXE, -1, -9
XEEOXOEXE, 1, -9
XEEOXOOXE, -1, -9
XXEOXOOXE, 1, 1
EXEEEEEEE, 1, -9
EXEEEEEEO, -1, -9
EXXEEEEEO, 1, -9
EXXEOEEEO, -1, -9
XXXEOEEEO, 1, 1
EEEEXEEEE, 1, -9
EEEEXEOEE, -1, -9
EEEEXEOEX, 1, -9
EOEEXEOEX, -1, -9
XOEEXEOEX, 1, 1
XEEEEEEEE, 1, -9
XOEEEEEEE, -1, -9
XOEEEEEEX, 1, -9
XOOEEEEEX, -1, -9
XOOEXEEEX, 1, 1
EXEEEEEEE, 1, -9
EXEEEEEOE, -1, -9
EXEEXEEOE, 1, -9
EXOEXEEOE, -1, -9
EXOEXXEOE, 1, -9
EXOEXXEOO, -1, -9
EXOXXXEOO, 1, 1
EXEEEEEEE, 1, -9
EXEEEOEEE, -1, -9
EXEEEOEXE, 1, -9
EXOEEOEXE, -1, -9
EXOEXOEXE, 1, 1
EEXEEEEEE, 1, -9
EEXEEEEOE, -1, -9
EEXEEEEOX, 1, -9
EEXEEEOOX, -1, -9
EEXEEXOOX, 1, 1
EXEEEEEEE, 1, -9
EXEEEOEEE, -1, -9
